ID,TH-verbs,EN-verbs,Word Fequency,Doc Fequency,IDF,sum of Doc,Doc. percent,Total Feq.,Word Percent,Word Conclude,Doc Conclude
1362,ไม่รู้,not know,"2,269","1,580",1.398,"46,686",3.38,"2,550,977",0.09,"2,269 (0.09%)","1,580 (3.38%)"
4628,ฝึก,practise,"5,265","1,555",1.415,"46,686",3.33,"2,550,977",0.21,"5,265 (0.21%)","1,555 (3.33%)"
11947,จับตัว,capture,"1,917","1,539",1.415,"46,686",3.30,"2,550,977",0.08,"1,917 (0.08%)","1,539 (3.30%)"
7170,ติดต่อสื่อสาร,communicate,"1,546","1,538",1.415,"46,686",3.29,"2,550,977",0.06,"1,546 (0.06%)","1,538 (3.29%)"
6935,ตาบอด,blind,"3,594","1,528",1.415,"46,686",3.27,"2,550,977",0.14,"3,594 (0.14%)","1,528 (3.27%)"
478,เมาค้าง,hang,"1,555","1,522",1.415,"46,686",3.26,"2,550,977",0.06,"1,555 (0.06%)","1,522 (3.26%)"
2020,ลดน้อยลง,decrease,"1,677","1,520",1.415,"46,686",3.26,"2,550,977",0.07,"1,677 (0.07%)","1,520 (3.26%)"
701,เหมาะกับ,be appropriate,"1,935","1,514",1.415,"46,686",3.24,"2,550,977",0.08,"1,935 (0.08%)","1,514 (3.24%)"
7867,ใจสั่น,shake,"1,734","1,513",1.431,"46,686",3.24,"2,550,977",0.07,"1,734 (0.07%)","1,513 (3.24%)"
12782,ทุเลา,improve,"1,681","1,495",1.431,"46,686",3.20,"2,550,977",0.07,"1,681 (0.07%)","1,495 (3.20%)"
9388,เชี่ยวชาญ,be skilled,"1,986","1,461",1.431,"46,686",3.13,"2,550,977",0.08,"1,986 (0.08%)","1,461 (3.13%)"
7747,ทดลอง,test,"1,913","1,446",1.447,"46,686",3.10,"2,550,977",0.07,"1,913 (0.07%)","1,446 (3.10%)"
10182,โกน,shave (off),"14,844","1,429",1.447,"46,686",3.06,"2,550,977",0.58,"14,844 (0.58%)","1,429 (3.06%)"
12983,หน้าแดง,blush,"1,696","1,406",1.462,"46,686",3.01,"2,550,977",0.07,"1,696 (0.07%)","1,406 (3.01%)"
858,ส่งเสริม,promote,"2,344","1,404",1.462,"46,686",3.01,"2,550,977",0.09,"2,344 (0.09%)","1,404 (3.01%)"
2001,เรียนรู้,study,"1,813","1,379",1.462,"46,686",2.95,"2,550,977",0.07,"1,813 (0.07%)","1,379 (2.95%)"
11975,ดื้อยา,resist drug action,"2,538","1,377",1.462,"46,686",2.95,"2,550,977",0.10,"2,538 (0.10%)","1,377 (2.95%)"
8965,ปราศจาก,be without,"1,930","1,366",1.462,"46,686",2.93,"2,550,977",0.08,"1,930 (0.08%)","1,366 (2.93%)"
8998,ปรับตัว,adjust (oneself),"1,779","1,355",1.477,"46,686",2.90,"2,550,977",0.07,"1,779 (0.07%)","1,355 (2.90%)"
9433,ซัก,question,"2,863","1,333",1.477,"46,686",2.86,"2,550,977",0.11,"2,863 (0.11%)","1,333 (2.86%)"
5118,มึนงง,be giddy,"1,609","1,326",1.477,"46,686",2.84,"2,550,977",0.06,"1,609 (0.06%)","1,326 (2.84%)"
8206,ทานอาหาร,have a meal,"2,473","1,318",1.491,"46,686",2.82,"2,550,977",0.10,"2,473 (0.10%)","1,318 (2.82%)"
2838,ตกไข่,spawn,"3,949","1,307",1.491,"46,686",2.80,"2,550,977",0.15,"3,949 (0.15%)","1,307 (2.80%)"
12146,เติบโต,prosper,"1,943","1,302",1.491,"46,686",2.79,"2,550,977",0.08,"1,943 (0.08%)","1,302 (2.79%)"
1432,กระหายน้ำ,be thirsty,"1,612","1,287",1.491,"46,686",2.76,"2,550,977",0.06,"1,612 (0.06%)","1,287 (2.76%)"
9360,เช็ด,wipe,"2,334","1,264",1.505,"46,686",2.71,"2,550,977",0.09,"2,334 (0.09%)","1,264 (2.71%)"
9549,ดม,smell,"3,391","1,258",1.505,"46,686",2.69,"2,550,977",0.13,"3,391 (0.13%)","1,258 (2.69%)"
5510,ผ่อนคลาย,relax,"1,757","1,231",1.519,"46,686",2.64,"2,550,977",0.07,"1,757 (0.07%)","1,231 (2.64%)"
7749,ทดสอบ,test,"1,920","1,212",1.519,"46,686",2.60,"2,550,977",0.08,"1,920 (0.08%)","1,212 (2.60%)"
3671,เข้าถึง,appreciate,"1,437","1,207",1.519,"46,686",2.59,"2,550,977",0.06,"1,437 (0.06%)","1,207 (2.59%)"
2924,คำนึงถึง,consider,"1,581","1,203",1.519,"46,686",2.58,"2,550,977",0.06,"1,581 (0.06%)","1,203 (2.58%)"
9439,ซ้อน,overlap,"1,531","1,191",1.531,"46,686",2.55,"2,550,977",0.06,"1,531 (0.06%)","1,191 (2.55%)"
7577,ถอน,withdraw,"3,544","1,187",1.531,"46,686",2.54,"2,550,977",0.14,"3,544 (0.14%)","1,187 (2.54%)"
12079,มีความรู้สึก,have feelings,"1,325","1,180",1.531,"46,686",2.53,"2,550,977",0.05,"1,325 (0.05%)","1,180 (2.53%)"
5700,ลดน้ำหนัก,lose weight,"1,721","1,166",1.544,"46,686",2.50,"2,550,977",0.07,"1,721 (0.07%)","1,166 (2.50%)"
8887,ประคบ,massage with hot press,"3,663","1,150",1.544,"46,686",2.46,"2,550,977",0.14,"3,663 (0.14%)","1,150 (2.46%)"
1369,ยืด,stretch,"2,110","1,140",1.544,"46,686",2.44,"2,550,977",0.08,"2,110 (0.08%)","1,140 (2.44%)"
12194,รับรอง,welcome,"1,484","1,139",1.544,"46,686",2.44,"2,550,977",0.06,"1,484 (0.06%)","1,139 (2.44%)"
2376,หลีก,make way for,"1,293","1,138",1.544,"46,686",2.44,"2,550,977",0.05,"1,293 (0.05%)","1,138 (2.44%)"
4913,พูดคุย,chat,"1,711","1,123",1.556,"46,686",2.41,"2,550,977",0.07,"1,711 (0.07%)","1,123 (2.41%)"
3961,มีครรภ์,be pregnant,"1,672","1,114",1.556,"46,686",2.39,"2,550,977",0.07,"1,672 (0.07%)","1,114 (2.39%)"
2941,ควรระวัง,should be on the alert,"1,376","1,112",1.556,"46,686",2.38,"2,550,977",0.05,"1,376 (0.05%)","1,112 (2.38%)"
7289,ติดสุรา,be alcoholic,"1,761","1,111",1.556,"46,686",2.38,"2,550,977",0.07,"1,761 (0.07%)","1,111 (2.38%)"
4008,หนีบ,pinch,"2,212","1,105",1.556,"46,686",2.37,"2,550,977",0.09,"2,212 (0.09%)","1,105 (2.37%)"
1116,ให้บริการ,service,"1,463","1,082",1.568,"46,686",2.32,"2,550,977",0.06,"1,463 (0.06%)","1,082 (2.32%)"
3132,เพี้ยน,be crazy,"1,872","1,073",1.580,"46,686",2.30,"2,550,977",0.07,"1,872 (0.07%)","1,073 (2.30%)"
3997,แสดงออก,express,"1,440","1,073",1.580,"46,686",2.30,"2,550,977",0.06,"1,440 (0.06%)","1,073 (2.30%)"
4115,คุ้นเคย,be familiar,"1,284","1,073",1.580,"46,686",2.30,"2,550,977",0.05,"1,284 (0.05%)","1,073 (2.30%)"
1021,ขาดสารอาหาร,nutrition deficiency,"2,356","1,066",1.580,"46,686",2.28,"2,550,977",0.09,"2,356 (0.09%)","1,066 (2.28%)"
11136,วิเคราะห์,analyze,"1,359","1,064",1.580,"46,686",2.28,"2,550,977",0.05,"1,359 (0.05%)","1,064 (2.28%)"
4968,แพร่พันธุ์,breed,"1,129","1,054",1.580,"46,686",2.26,"2,550,977",0.04,"1,129 (0.04%)","1,054 (2.26%)"
3985,หิว,be hungry,"1,354","1,027",1.591,"46,686",2.20,"2,550,977",0.05,"1,354 (0.05%)","1,027 (2.20%)"
10750,ตรวจวัด,measure,"1,322","1,019",1.602,"46,686",2.18,"2,550,977",0.05,"1,322 (0.05%)","1,019 (2.18%)"
2212,สวมใส่,wear,"1,295","1,014",1.602,"46,686",2.17,"2,550,977",0.05,"1,295 (0.05%)","1,014 (2.17%)"
8422,บำรุง,maintain,"1,560","1,011",1.602,"46,686",2.17,"2,550,977",0.06,"1,560 (0.06%)","1,011 (2.17%)"
3814,คำนวณ,calculate,"1,373","1,007",1.602,"46,686",2.16,"2,550,977",0.05,"1,373 (0.05%)","1,007 (2.16%)"
12748,ใช้งาน,be usable,"1,572","1,001",1.602,"46,686",2.14,"2,550,977",0.06,"1,572 (0.06%)","1,001 (2.14%)"
4179,เคลื่อนที่,move,"1,583",990,1.613,"46,686",2.12,"2,550,977",0.06,"1,583 (0.06%)",990 (2.12%)
3137,แพร่เชื้อ,spread,"2,090",988,1.613,"46,686",2.12,"2,550,977",0.08,"2,090 (0.08%)",988 (2.12%)
8136,ทำความ,make a quarrel,"1,386",973,1.623,"46,686",2.08,"2,550,977",0.05,"1,386 (0.05%)",973 (2.08%)
4083,คุย,brag,"3,529",962,1.623,"46,686",2.06,"2,550,977",0.14,"3,529 (0.14%)",962 (2.06%)
10914,นวด,massage,"1,248",960,1.623,"46,686",2.06,"2,550,977",0.05,"1,248 (0.05%)",960 (2.06%)
5045,ฟื้นฟู,restore,"1,310",939,1.633,"46,686",2.01,"2,550,977",0.05,"1,310 (0.05%)",939 (2.01%)
4232,ฆ่าตัวตาย,commit suicide,"1,646",931,1.633,"46,686",1.99,"2,550,977",0.06,"1,646 (0.06%)",931 (1.99%)
2224,สอน,teach,"1,309",919,1.643,"46,686",1.97,"2,550,977",0.05,"1,309 (0.05%)",919 (1.97%)
8928,ปกป้อง,protect,"1,256",918,1.643,"46,686",1.97,"2,550,977",0.05,"1,256 (0.05%)",918 (1.97%)
11561,ทำความเข้าใจ,try to understand,"1,022",914,1.643,"46,686",1.96,"2,550,977",0.04,"1,022 (0.04%)",914 (1.96%)
1881,หลับตา,close one's eyes,"1,467",909,1.643,"46,686",1.95,"2,550,977",0.06,"1,467 (0.06%)",909 (1.95%)
12263,ให้อาหาร,feed,"2,317",906,1.653,"46,686",1.94,"2,550,977",0.09,"2,317 (0.09%)",906 (1.94%)
3973,หลง,be misled,"1,292",905,1.653,"46,686",1.94,"2,550,977",0.05,"1,292 (0.05%)",905 (1.94%)
12009,จำแนก,classify,992,903,1.653,"46,686",1.93,"2,550,977",0.04,992 (0.04%),903 (1.93%)
3519,ขับถ่าย,defecate,"1,224",902,1.653,"46,686",1.93,"2,550,977",0.05,"1,224 (0.05%)",902 (1.93%)
3307,เกา,scratch,"1,883",899,1.653,"46,686",1.93,"2,550,977",0.07,"1,883 (0.07%)",899 (1.93%)
943,สำรวจ,survey,"1,148",895,1.653,"46,686",1.92,"2,550,977",0.05,"1,148 (0.05%)",895 (1.92%)
8074,ทำร้าย,harm,"1,312",879,1.663,"46,686",1.88,"2,550,977",0.05,"1,312 (0.05%)",879 (1.88%)
2119,ว่ายน้ำ,swim,"1,607",875,1.663,"46,686",1.87,"2,550,977",0.06,"1,607 (0.06%)",875 (1.87%)
11667,รู้ทัน,know what the other is up to,"1,067",872,1.663,"46,686",1.87,"2,550,977",0.04,"1,067 (0.04%)",872 (1.87%)
600,ทำงานหนัก,work hard,"1,101",871,1.663,"46,686",1.87,"2,550,977",0.04,"1,101 (0.04%)",871 (1.87%)
156,รักษาตัว,be  treated,"1,121",865,1.672,"46,686",1.85,"2,550,977",0.04,"1,121 (0.04%)",865 (1.85%)
5043,ฟื้นตัว,recover,"1,510",864,1.672,"46,686",1.85,"2,550,977",0.06,"1,510 (0.06%)",864 (1.85%)
1960,ฮา,laugh,"2,016",863,1.672,"46,686",1.85,"2,550,977",0.08,"2,016 (0.08%)",863 (1.85%)
10992,น้ำตาไหล,tears flow,"1,241",859,1.672,"46,686",1.84,"2,550,977",0.05,"1,241 (0.05%)",859 (1.84%)
6945,ติดยา,be addicted to drugs,"1,186",838,1.681,"46,686",1.79,"2,550,977",0.05,"1,186 (0.05%)",838 (1.79%)
9021,ปลดปล่อย,free,"1,133",838,1.681,"46,686",1.79,"2,550,977",0.04,"1,133 (0.04%)",838 (1.79%)
9420,ซ่อมแซม,repair,"1,228",836,1.681,"46,686",1.79,"2,550,977",0.05,"1,228 (0.05%)",836 (1.79%)
7637,ถ่ายปัสสาวะ,urinate,"1,081",827,1.690,"46,686",1.77,"2,550,977",0.04,"1,081 (0.04%)",827 (1.77%)
11909,เสริมสร้าง,reinforce,"1,152",813,1.699,"46,686",1.74,"2,550,977",0.05,"1,152 (0.05%)",813 (1.74%)
2754,ดื่มเหล้า,drink,"1,052",791,1.708,"46,686",1.69,"2,550,977",0.04,"1,052 (0.04%)",791 (1.69%)
3501,ขับขี่,drive,831,791,1.708,"46,686",1.69,"2,550,977",0.03,831 (0.03%),791 (1.69%)
9750,กระแทก,hit,"1,318",780,1.716,"46,686",1.67,"2,550,977",0.05,"1,318 (0.05%)",780 (1.67%)
3517,ขับรถ,drive,"1,939",776,1.716,"46,686",1.66,"2,550,977",0.08,"1,939 (0.08%)",776 (1.66%)
11127,เลี้ยงดู,give someone a treat,"1,098",775,1.716,"46,686",1.66,"2,550,977",0.04,"1,098 (0.04%)",775 (1.66%)
7702,ถู,scrub,992,772,1.716,"46,686",1.65,"2,550,977",0.04,992 (0.04%),772 (1.65%)
4034,อ่อนแอ,be feeble,967,770,1.724,"46,686",1.65,"2,550,977",0.04,967 (0.04%),770 (1.65%)
10748,ตรวจโรค,diagnose,"1,680",769,1.724,"46,686",1.65,"2,550,977",0.07,"1,680 (0.07%)",769 (1.65%)
2488,อยู่อาศัย,live,"1,010",761,1.724,"46,686",1.63,"2,550,977",0.04,"1,010 (0.04%)",761 (1.63%)
8043,ทรมาน,torture,859,754,1.732,"46,686",1.62,"2,550,977",0.03,859 (0.03%),754 (1.62%)
4553,ฝันร้าย,have a nightmare,770,743,1.740,"46,686",1.59,"2,550,977",0.03,770 (0.03%),743 (1.59%)
5974,วางแผนครอบครัว,practice birth control,"1,163",730,1.740,"46,686",1.56,"2,550,977",0.05,"1,163 (0.05%)",730 (1.56%)
997,ไหม้,burn,"1,346",720,1.748,"46,686",1.54,"2,550,977",0.05,"1,346 (0.05%)",720 (1.54%)
4178,เคลื่อนตัว,move,"1,044",713,1.756,"46,686",1.53,"2,550,977",0.04,"1,044 (0.04%)",713 (1.53%)
2430,เหนื่อยล้า,be weary,"1,447",711,1.756,"46,686",1.52,"2,550,977",0.06,"1,447 (0.06%)",711 (1.52%)
1769,วิ่ง,run,"1,901",702,1.763,"46,686",1.50,"2,550,977",0.07,"1,901 (0.07%)",702 (1.50%)
525,เลี้ยงลูก,dribble,"1,410",701,1.763,"46,686",1.50,"2,550,977",0.06,"1,410 (0.06%)",701 (1.50%)
8929,ปฏิเสธ,deny,"1,315",695,1.763,"46,686",1.49,"2,550,977",0.05,"1,315 (0.05%)",695 (1.49%)
8008,ทรุด,sink,807,691,1.771,"46,686",1.48,"2,550,977",0.03,807 (0.03%),691 (1.48%)
188,ลืมตา,open eyes,"1,308",689,1.771,"46,686",1.48,"2,550,977",0.05,"1,308 (0.05%)",689 (1.48%)
949,สำลัก,choke,968,689,1.771,"46,686",1.48,"2,550,977",0.04,968 (0.04%),689 (1.48%)
11518,ออกกำลัง,exert,"1,466",683,1.771,"46,686",1.46,"2,550,977",0.06,"1,466 (0.06%)",683 (1.46%)
1987,รู้สึกตัว,realize one's error,886,678,1.778,"46,686",1.45,"2,550,977",0.03,886 (0.03%),678 (1.45%)
835,แลกเปลี่ยน,exchange,"1,240",658,1.792,"46,686",1.41,"2,550,977",0.05,"1,240 (0.05%)",658 (1.41%)
6928,ตากแดด,sun,718,656,1.792,"46,686",1.41,"2,550,977",0.03,718 (0.03%),656 (1.41%)
11178,เสียด,crowd (into),"1,162",655,1.792,"46,686",1.40,"2,550,977",0.05,"1,162 (0.05%)",655 (1.40%)
8036,ทรงตัว,balance,942,650,1.792,"46,686",1.39,"2,550,977",0.04,942 (0.04%),650 (1.39%)
3151,พึงระวัง,be careful,729,650,1.792,"46,686",1.39,"2,550,977",0.03,729 (0.03%),650 (1.39%)
3977,หลงลืม,forget,"1,983",642,1.799,"46,686",1.38,"2,550,977",0.08,"1,983 (0.08%)",642 (1.38%)
6476,สูด,snuff,"1,285",642,1.799,"46,686",1.38,"2,550,977",0.05,"1,285 (0.05%)",642 (1.38%)
3490,ขาดอาหาร,lack of nutrition,883,639,1.799,"46,686",1.37,"2,550,977",0.03,883 (0.03%),639 (1.37%)
10721,ตด,fart,"1,050",636,1.806,"46,686",1.36,"2,550,977",0.04,"1,050 (0.04%)",636 (1.36%)
908,สะท้อน,reflect,913,636,1.806,"46,686",1.36,"2,550,977",0.04,913 (0.04%),636 (1.36%)
4125,คุ้มกัน,protect,732,626,1.813,"46,686",1.34,"2,550,977",0.03,732 (0.03%),626 (1.34%)
3161,เพลีย,be tired,752,609,1.826,"46,686",1.30,"2,550,977",0.03,752 (0.03%),609 (1.30%)
1791,สนอง,reply,610,607,1.826,"46,686",1.30,"2,550,977",0.02,610 (0.02%),607 (1.30%)
241,อ่านหนังสือ,read,863,599,1.833,"46,686",1.28,"2,550,977",0.03,863 (0.03%),599 (1.28%)
6782,โดยสาร,take,"1,285",589,1.839,"46,686",1.26,"2,550,977",0.05,"1,285 (0.05%)",589 (1.26%)
845,สกปรก,be dirty,912,586,1.839,"46,686",1.26,"2,550,977",0.04,912 (0.04%),586 (1.26%)
8083,ทำแผล,bandage,"1,385",580,1.845,"46,686",1.24,"2,550,977",0.05,"1,385 (0.05%)",580 (1.24%)
973,สูบ,suck,"1,016",577,1.845,"46,686",1.24,"2,550,977",0.04,"1,016 (0.04%)",577 (1.24%)
9117,ประเมินผล,evaluate,670,572,1.851,"46,686",1.23,"2,550,977",0.03,670 (0.03%),572 (1.23%)
12090,หายใจเข้า,inhale,887,571,1.851,"46,686",1.22,"2,550,977",0.03,887 (0.03%),571 (1.22%)
42,ตั้งคำถาม,pose a question,581,567,1.857,"46,686",1.21,"2,550,977",0.02,581 (0.02%),567 (1.21%)
2784,ช่วยกัน,help together,658,562,1.857,"46,686",1.20,"2,550,977",0.03,658 (0.03%),562 (1.20%)
4420,ปลอด,be free from,704,561,1.857,"46,686",1.20,"2,550,977",0.03,704 (0.03%),561 (1.20%)
2106,แลก,exchange,"1,071",557,1.863,"46,686",1.19,"2,550,977",0.04,"1,071 (0.04%)",557 (1.19%)
6962,ต่อย,box,"2,483",554,1.863,"46,686",1.19,"2,550,977",0.10,"2,483 (0.10%)",554 (1.19%)
9760,กระวนกระวาย,fidget,642,548,1.869,"46,686",1.17,"2,550,977",0.03,642 (0.03%),548 (1.17%)
9361,เช็ดตัว,rub the body dry,"2,027",547,1.869,"46,686",1.17,"2,550,977",0.08,"2,027 (0.08%)",547 (1.17%)
5087,เปื้อน,be stained with,629,544,1.875,"46,686",1.17,"2,550,977",0.02,629 (0.02%),544 (1.17%)
10564,ช่วยชีวิต,save one's life,733,543,1.875,"46,686",1.16,"2,550,977",0.03,733 (0.03%),543 (1.16%)
4121,คุ้ม,be worthwhile,677,543,1.875,"46,686",1.16,"2,550,977",0.03,677 (0.03%),543 (1.16%)
1845,เสพ,eat,"1,108",542,1.875,"46,686",1.16,"2,550,977",0.04,"1,108 (0.04%)",542 (1.16%)
11256,หล่อลื่น,lubricate,"1,038",541,1.875,"46,686",1.16,"2,550,977",0.04,"1,038 (0.04%)",541 (1.16%)
2478,อดนอน,not get/have a wink of sleep,639,539,1.875,"46,686",1.15,"2,550,977",0.03,639 (0.03%),539 (1.15%)
4098,คุกคาม,threaten,"1,471",538,1.875,"46,686",1.15,"2,550,977",0.06,"1,471 (0.06%)",538 (1.15%)
3964,มีลูก,be pregnant,"1,068",532,1.881,"46,686",1.14,"2,550,977",0.04,"1,068 (0.04%)",532 (1.14%)
2956,ไม่เข้าใจ,not understand,787,531,1.881,"46,686",1.14,"2,550,977",0.03,787 (0.03%),531 (1.14%)
7955,ทอด,cast,806,527,1.886,"46,686",1.13,"2,550,977",0.03,806 (0.03%),527 (1.13%)
2694,ปล่อยทิ้ง,neglect,621,527,1.886,"46,686",1.13,"2,550,977",0.02,621 (0.02%),527 (1.13%)
3069,ยืดหยุ่น,stretch,633,526,1.886,"46,686",1.13,"2,550,977",0.02,633 (0.02%),526 (1.13%)
9581,กระทบกระเทือน,affect,773,520,1.892,"46,686",1.11,"2,550,977",0.03,773 (0.03%),520 (1.11%)
963,สื่อสาร,communicate,"1,025",519,1.892,"46,686",1.11,"2,550,977",0.04,"1,025 (0.04%)",519 (1.11%)
6954,ต่อสู้,resist,634,518,1.892,"46,686",1.11,"2,550,977",0.02,634 (0.02%),518 (1.11%)
10285,เข้านอน,go to bed,733,516,1.898,"46,686",1.11,"2,550,977",0.03,733 (0.03%),516 (1.11%)
3492,ขาดสติ,lose one's senses,"1,344",513,1.898,"46,686",1.10,"2,550,977",0.05,"1,344 (0.05%)",513 (1.10%)
6100,สระผม,shampoo,873,513,1.898,"46,686",1.10,"2,550,977",0.03,873 (0.03%),513 (1.10%)
8666,รำคาญ,feel annoyed,688,511,1.898,"46,686",1.09,"2,550,977",0.03,688 (0.03%),511 (1.09%)
8134,ทำตาม,imitate,747,508,1.903,"46,686",1.09,"2,550,977",0.03,747 (0.03%),508 (1.09%)
1006,แก้ไขปัญหา,solve,526,499,1.908,"46,686",1.07,"2,550,977",0.02,526 (0.02%),499 (1.07%)
4495,ปิดปาก,gag,574,496,1.914,"46,686",1.06,"2,550,977",0.02,574 (0.02%),496 (1.06%)
3006,มีสติ,be conscious,"1,416",495,1.914,"46,686",1.06,"2,550,977",0.06,"1,416 (0.06%)",495 (1.06%)
1076,ประสบอุบัติเหตุ,have an accident,597,490,1.919,"46,686",1.05,"2,550,977",0.02,597 (0.02%),490 (1.05%)
6843,ตั้งใจ,concentrate one's attention,699,487,1.919,"46,686",1.04,"2,550,977",0.03,699 (0.03%),487 (1.04%)
680,สังเกตเห็น,notice,545,486,1.924,"46,686",1.04,"2,550,977",0.02,545 (0.02%),486 (1.04%)
8885,ประคอง,support,487,479,1.929,"46,686",1.03,"2,550,977",0.02,487 (0.02%),479 (1.03%)
9659,ก้ม,bend down,"1,039",475,1.934,"46,686",1.02,"2,550,977",0.04,"1,039 (0.04%)",475 (1.02%)
10161,แก้ปัญหา,solve a problem,630,472,1.934,"46,686",1.01,"2,550,977",0.02,630 (0.02%),472 (1.01%)
8094,ทำอันตราย,hurt,485,468,1.940,"46,686",1.00,"2,550,977",0.02,485 (0.02%),468 (1.00%)
10112,กังวลใจ,worry,495,461,1.944,"46,686",0.99,"2,550,977",0.02,495 (0.02%),461 (0.99%)
10556,ชรา,old,938,460,1.944,"46,686",0.99,"2,550,977",0.04,938 (0.04%),460 (0.99%)
2097,เลียนแบบ,copy,489,459,1.949,"46,686",0.98,"2,550,977",0.02,489 (0.02%),459 (0.98%)
1088,แพร่ระบาด,spread out,823,455,1.949,"46,686",0.97,"2,550,977",0.03,823 (0.03%),455 (0.97%)
12179,ไม่แน่ใจ,be not sure,494,455,1.949,"46,686",0.97,"2,550,977",0.02,494 (0.02%),455 (0.97%)
2520,อ่อนล้า,be exhausted,625,453,1.954,"46,686",0.97,"2,550,977",0.02,625 (0.02%),453 (0.97%)
3004,เมื่อย,feel stiff,"1,148",451,1.954,"46,686",0.97,"2,550,977",0.05,"1,148 (0.05%)",451 (0.97%)
7634,ถ่ายเท,ventilate,694,450,1.954,"46,686",0.96,"2,550,977",0.03,694 (0.03%),450 (0.96%)
9012,ปรุงอาหาร,cook,652,449,1.959,"46,686",0.96,"2,550,977",0.03,652 (0.03%),449 (0.96%)
9,ครองสติ,remain conscious,488,443,1.964,"46,686",0.95,"2,550,977",0.02,488 (0.02%),443 (0.95%)
4180,เคลื่อนย้าย,dislocate,623,440,1.964,"46,686",0.94,"2,550,977",0.02,623 (0.02%),440 (0.94%)
1199,เหมาะสำหรับ,convenient for,934,439,1.968,"46,686",0.94,"2,550,977",0.04,934 (0.04%),439 (0.94%)
4206,เคืองตา,be irritating to the eyes,709,439,1.968,"46,686",0.94,"2,550,977",0.03,709 (0.03%),439 (0.94%)
11749,หูหนวก,be deaf,545,437,1.968,"46,686",0.94,"2,550,977",0.02,545 (0.02%),437 (0.94%)
11906,หยุดงาน,stop working,485,436,1.968,"46,686",0.93,"2,550,977",0.02,485 (0.02%),436 (0.93%)
1069,ปฏิบัติตน,behave,619,434,1.973,"46,686",0.93,"2,550,977",0.02,619 (0.02%),434 (0.93%)
7958,ท่องเที่ยว,tour,707,432,1.973,"46,686",0.93,"2,550,977",0.03,707 (0.03%),432 (0.93%)
12137,ดูดนม,suck up milk,"1,849",428,1.978,"46,686",0.92,"2,550,977",0.07,"1,849 (0.07%)",428 (0.92%)
2512,ออกเสียง,vote,770,428,1.978,"46,686",0.92,"2,550,977",0.03,770 (0.03%),428 (0.92%)
12,จดบันทึก,take (down) notes,602,428,1.978,"46,686",0.92,"2,550,977",0.02,602 (0.02%),428 (0.92%)
12584,เหี่ยว,wither,704,425,1.982,"46,686",0.91,"2,550,977",0.03,704 (0.03%),425 (0.91%)
12699,เข้าสังคม,socialize,692,425,1.982,"46,686",0.91,"2,550,977",0.03,692 (0.03%),425 (0.91%)
4915,พูดจา,speak,465,424,1.982,"46,686",0.91,"2,550,977",0.02,465 (0.02%),424 (0.91%)
2358,หยุดพัก,break,490,423,1.982,"46,686",0.91,"2,550,977",0.02,490 (0.02%),423 (0.91%)
3681,เข้าใจผิด,misunderstand,437,421,1.987,"46,686",0.90,"2,550,977",0.02,437 (0.02%),421 (0.90%)
2909,ก่อปัญหา,make problem,525,419,1.987,"46,686",0.90,"2,550,977",0.02,525 (0.02%),419 (0.90%)
12279,แอบ,hide,906,410,1.996,"46,686",0.88,"2,550,977",0.04,906 (0.04%),410 (0.88%)
7154,ตระหนัก,realize,423,410,1.996,"46,686",0.88,"2,550,977",0.02,423 (0.02%),410 (0.88%)
6569,เสียว,feel spasm,976,407,2.000,"46,686",0.87,"2,550,977",0.04,976 (0.04%),407 (0.87%)
8650,ร่วมเพศ,make love,911,406,2.000,"46,686",0.87,"2,550,977",0.04,911 (0.04%),406 (0.87%)
592,ตัดออก,eliminate,671,398,2.009,"46,686",0.85,"2,550,977",0.03,671 (0.03%),398 (0.85%)
5403,แปรงฟัน,brush the teeth,678,397,2.009,"46,686",0.85,"2,550,977",0.03,678 (0.03%),397 (0.85%)
5696,ลดความอ้วน,diet,"1,064",395,2.013,"46,686",0.85,"2,550,977",0.04,"1,064 (0.04%)",395 (0.85%)
984,ใส่ใจ,attend,463,394,2.013,"46,686",0.84,"2,550,977",0.02,463 (0.02%),394 (0.84%)
6873,ตัดสิน,judge,441,391,2.017,"46,686",0.84,"2,550,977",0.02,441 (0.02%),391 (0.84%)
859,สดชื่น,be fresh,679,382,2.025,"46,686",0.82,"2,550,977",0.03,679 (0.03%),382 (0.82%)
3040,ระลึก,recall,453,382,2.025,"46,686",0.82,"2,550,977",0.02,453 (0.02%),382 (0.82%)
11915,นอนหงาย,sleep with turning face up,469,377,2.033,"46,686",0.81,"2,550,977",0.02,469 (0.02%),377 (0.81%)
9432,ซักถาม,question,462,377,2.033,"46,686",0.81,"2,550,977",0.02,462 (0.02%),377 (0.81%)
1982,รู้ตัว,be aware of,457,375,2.033,"46,686",0.80,"2,550,977",0.02,457 (0.02%),375 (0.80%)
6616,หดหู่,depress,386,364,2.049,"46,686",0.78,"2,550,977",0.02,386 (0.02%),364 (0.78%)
4339,จดจำ,remember,436,363,2.049,"46,686",0.78,"2,550,977",0.02,436 (0.02%),363 (0.78%)
9155,ชะงัก,stop short,471,362,2.049,"46,686",0.78,"2,550,977",0.02,471 (0.02%),362 (0.78%)
1162,รับฟัง,listen to,416,362,2.049,"46,686",0.78,"2,550,977",0.02,416 (0.02%),362 (0.78%)
5175,กลอกตา,goggle,678,358,2.057,"46,686",0.77,"2,550,977",0.03,678 (0.03%),358 (0.77%)
